Variable	DescrCA	DescrES	DescrEN	Valor_Value	LabelCA	LabelES	LabelEN
P101				16	En castellà, aranès i en una altra llengua (o llengües)	En castellano, aranés y otra lengua (o lenguas)	In Spanish, Aranese and another language (or languages)
P101				97	No m’adreço a l’Administració de l’Estat a Catalunya	No me dirijo a la Administración del Estado en Cataluña	I don't contact the State Administration in Catalonia 
P101				99	No consta	No consta	N/A
P105	Vostè, amb els metges, a la consulta, en quina llengua parla?	Usted, con los médicos, en la consulta, ¿en qué lengua habla?	When speaking to doctors, at doctors’ offices, what language do you speak?				
P105				1	Només català	Sólo catalán	Only Catalan
P105				2	Més català que castellà	Más catalán que castellano	More Catalan than Spanish
P105				3	Ambdues	Ambas	Both
P105				4	Més castellà que català	Más castellano que catalán	More Spanish than Catalan
P105				5	Només castellà	Sólo castellano	Only Spanish
P105				6	Només en una altra llengua (o llengües)	Sólo en otra lengua (o lenguas)	Only in another language (or languages)
P105				7	En català i en una altra llengua (o llengües)	En catalán y otra lengua (o lenguas)	In Catalan and another language (or languages)
P105				8	En castellà i en una altra llengua (o llengües)	En castellano y otra lengua (o lenguas)	In Spanish and another language (or languages)
P105				9	En català, castellà i en una altra llengua (o llengües)	En catalán, catellano y otra lengua (o lenguas)	In Catalan, Spanish and another language (or languages)
P105				10	Només aranès	Sólo aranés	Only Aranese
P105				11	En català i aranès	En catalán y aranés	In Catalan and Aranese
P105				12	En castellà i aranès	En castellano y aranés	In Spanish and Aranese
P105				13	En aranès i en una altra llengua (o llengües)	En aranés y otra lengua (o lenguas)	In Aranese and another language (or languages)
P105				14	En català, castellà i aranès	En catalán, castellano y aranés	In Catalan, Spanish and Aranese
P105				15	En català, aranès i en una altra llengua (o llengües)	En catalán, aranés y otra lengua (o lenguas)	In Catalan, Aranese and another language (or languages)
P105				16	En castellà, aranès i en una altra llengua (o llengües)	En castellano, aranés y otra lengua (o lenguas)	In Spanish, Aranese and another language (or languages)
P105				97	No vaig al metge	No voy al médico	I don't go to the doctor
P105				99	No consta	No consta	N/A
P109	Vostè, quan escriu notes personals, en quina llengua escriu?	¿Usted, cuando escribe notas personales, en qué lengua escribe?	When you write personal notes, what language do you write in?				
P109				1	Només català	Sólo catalán	Only Catalan
P109				2	Més català que castellà	Más catalán que castellano	More Catalan than Spanish
P109				3	Ambdues	Ambas	Both
P109				4	Més castellà que català	Más castellano que catalán	More Spanish than Catalan
P109				5	Només castellà	Sólo castellano	Only Spanish
P109				6	Només en una altra llengua (o llengües)	Sólo en otra lengua (o lenguas)	Only in another language (or languages)
P109				7	En català i en una altra llengua (o llengües)	En catalán y otra lengua (o lenguas)	In Catalan and another language (or languages)
P109				8	En castellà i en una altra llengua (o llengües)	En castellano y otra lengua (o lenguas)	In Spanish and another language (or languages)
P109				9	En català, castellà i en una altra llengua (o llengües)	En catalán, catellano y otra lengua (o lenguas)	In Catalan, Spanish and another language (or languages)
P109				10	Només aranès	Sólo aranés	Only Aranese
P109				11	En català i aranès	En catalán y aranés	In Catalan and Aranese
P109				12	En castellà i aranès	En castellano y aranés	In Spanish and Aranese
P109				13	En aranès i en una altra llengua (o llengües)	En aranés y otra lengua (o lenguas)	In Aranese and another language (or languages)
P109				14	En català, castellà i aranès	En catalán, castellano y aranés	In Catalan, Spanish and Aranese
P109				15	En català, aranès i en una altra llengua (o llengües)	En catalán, aranés y otra lengua (o lenguas)	In Catalan, Aranese and another language (or languages)
P109				16	En castellà, aranès i en una altra llengua (o llengües)	En castellano, aranés y otra lengua (o lenguas)	In Spanish, Aranese and another language (or languages)
P109				97	No escric missatges de mòbil	No escribo mensajes de móvil	I don't write mobile messages
P109				99	No consta	No consta	N/A
P116	Em podria indicar quin és el grau d'acord amb la frase següent: La parla de les Illes Balears, de la Comunitat Valenciana, d'Andorra i de Catalunya són maneres diferents de parlar la mateixa llengua. Vostè està?	Me podría indicar cuál es el grado de acuerdo con la siguiente frase: El habla de las Islas Baleares, de la Comunidad Valenciana, de Andorra y de Cataluña son formas diferentes de hablar la misma lengua. ¿Usted está?	Can you please tell me how much you agree with the following sentence: The languages of the Balearic Islands, the Valencian Community, Andorra and Catalonia are different ways of speaking the same language. Do you agree?				
P116				1	Totalment d'acord	Totalmente de acuerdo	Strongly agree
P116				2	Més aviat d'acord	Más bien de acuerdo	Rather agree
P116				3	Més aviat en desacord	Más bien en desacuerdo	Somewhat disagree
P116				4	Totalment en desacord	Totalmente en desacuerdo	Strongly disagree
P116				5	Indiferent, no tinc opinió	Indiferente, no tengo opinión	Indifferent, I have no opinion
P116				98	No ho sap	No lo sabe	Don’t know
P116				99	No contesta	No contesta	No answer
P117	Amb quina freqüència inicia les converses en català?	¿Con qué frecuencia inicia las conversaciones en catalán?	How often do you initiate conversations in Catalan?				
P117				1	Sempre	Siempre	Always
P117				2	Molt sovint	Muy a menudo	Frequently
P117				3	Poques vegades	Pocas veces	Hardly ever
P117				4	Mai	Nunca	Never
P117				98	No ho sap	No lo sabe	Don’t know
P117				99	No contesta	No contesta	No answer
P118	Si vostè s'adreça a algú en català i aquesta persona li respon en castellà, vostè generalment què fa?	Si se dirige a alguien en catalán y esa persona le responde en castellano, ¿usted generalmente qué hace?	If you address someone in Catalan andthey reply in Spanish, what do you generally do?				
P118				1	Segueixo parlant en català	Sigo hablando en catalán	I keep speaking in Catalan
P118				2	Continuo la conversa en castellà	Continúo la conversación en castellano	I continue the conversation in Spanish
P118				3	Interrompo la conversa	Interrumpo la conversación	I interrupt the conversation
P118				4	Demano si em poden parlar en català	Pido si me pueden hablar en catalán	I ask if they can speak to me in Catalan
P118				5	Mai s'adreça a ningú en català	Nunca se dirige a nadie en catalán	Never speaks to anyone in Catalan
P118				99	No consta	No consta	N/A
P119	Si vostè s'adreça a algú en castellà i aquesta persona li respon en català, vostè generalment què fa?	Si se dirige a alguien en castellano y esa persona le responde en catalán, ¿usted generalmente qué hace?	If you address someone in Spanish and they reply in Catalan, what do you generally do?				
P119				1	Segueixo parlant en castellà	Sigo hablando en castellano	I keep speaking in Spanish
P119				2	Continuo la conversa en català	Continúo la conversación en catalán	I continue the conversation in Catalan
P119				3	Interrompo la conversa	Interrumpo la conversación	I interrupt the conversation
P119				4	Demano si em poden parlar en castellà	Pido si me pueden hablar en español	I ask if they can speak to me in Spanish
P119				5	Mai m'adreço a ningú en castellà	Nunca me dirijo a nadie en castellano	I never speak to anyone in Spanish
P119				99	No consta	No consta	N/A
P120	A parer seu, el català actualment s'usa...?	En su opinión, el catalán actualmente se usa...?	In your opinion, Catalan is currently used... 				
P120				1	Molt	Mucho	A lot
P120				2	Bastant	Bastante	A lot
P120				3	Normal	Normal	Normal
P120				4	Poc	Poco	Little
P120				5	Gens	Nada	None
P120				99	No consta	No consta	N/A
P121	En general, socialment, pensa que el català s'usa més, igual o menys que fa 5 anys?	En general, socialmente, ¿cree que el catalán se usa más, igual o menos que hace 5 años?	In general, do you think Catalan is used socially more, the same or less than it was 5 years ago?				
P121				1	Més	Más	More
P121				2	Igual	Igual	Same
P121				3	Menys	Menos	Less
P121				99	No consta	No consta	N/A
P122	A parer seu, creu que en els propers 5 anys el català s'usarà més, igual o menys que avui dia?	En su opinión, ¿cree que en los próximos 5 años el catalán se usará más, igual o menos que hoy en día?	In your opinion, do you think that in the next 5 years Catalan will be used more, the same or less than it is today?				
P122				1	Més	Más	More
P122				2	Igual	Igual	Same
P122				3	Menys	Menos	Less
P122				99	No consta	No consta	N/A
P123	Sabia que la llengua occitana, denominada aranès a la Vall d’Aran, és llengua oficial a Catalunya a més del català i el castellà?	¿Sabía que la lengua occitana, denominada aranés en Val d'Aran, es lengua oficial en Cataluña además del catalán y el castellano?	Did you know that the Occitan language, called Aranese in Val d'Aran, is an official language in Catalonia in addition to Catalan and Spanish?				
P123				1	Sí	Sí	Yes
P123				2	No	No	No
P123				99	No contesta	No contesta	No answer
P124	A vostè, en el futur, en la seva vida quotidiana a Catalunya li agradaria parlar (utilitzar)...	A usted, en el futuro, en su vida cotidiana en Cataluña le gustaría hablar (utilizar)...	In the future, in your daily life in Catalonia, would you like to speak (use)...?				
P124				1	Només català	Sólo catalán	Only Catalan
P124				2	Més català que castellà	Más catalán que castellano	More Catalan than Spanish
P124				3	Ambdues	Ambas	Both
P124				4	Més castellà que català	Más castellano que catalán	More Spanish than Catalan
P124				5	Només castellà	Sólo castellano	Only Spanish
P124				6	Només en una altra llengua (o llengües)	Sólo en otra lengua (o lenguas)	Only in another language (or languages)
P124				7	En català i en una altra llengua (o llengües)	En catalán y otra lengua (o lenguas)	In Catalan and another language (or languages)
P124				8	En castellà i en una altra llengua (o llengües)	En castellano y otra lengua (o lenguas)	In Spanish and another language (or languages)
P124				9	En català, castellà i en una altra llengua (o llengües)	En catalán, catellano y otra lengua (o lenguas)	In Catalan, Spanish and another language (or languages)
P124				10	Només aranès	Sólo aranés	Only Aranese
P124				11	En català i aranès	En catalán y aranés	In Catalan and Aranese
P124				12	En castellà i aranès	En castellano y aranés	In Spanish and Aranese
P124				13	En aranès i en una altra llengua (o llengües)	En aranés y otra lengua (o lenguas)	In Aranese and another language (or languages)
P124				14	En català, castellà i aranès	En catalán, castellano y aranés	In Catalan, Spanish and Aranese
P124				15	En català, aranès i en una altra llengua (o llengües)	En catalán, aranés y otra lengua (o lenguas)	In Catalan, Aranese and another language (or languages)
P124				16	En castellà, aranès i en una altra llengua (o llengües)	En castellano, aranés y otra lengua (o lenguas)	In Spanish, Aranese and another language (or languages)
P124				99	No consta	No consta	N/A
P128A_1	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Entendre el Català)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Entender el Catalán)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Understanding Catalan)				
P128A_2	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Parlar el Català)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Hablar el Catalán)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Speaking Catalan)				
P128A_3	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Llegir el Català)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Leer el Catalán)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Reading Catalan)				
P128A_4	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Escriure el Català)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Escribir Catalán)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Writing Catalan)				
P128B_1	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Entendre el Castellà)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Entender el Castellano)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Understanding Spanish)				
P128B_2	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Parlar el Castellà)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Hablar el Castellano)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Speaking Spanish)				
P128B_3	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Llegir el Castellà)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Leer el Castellano)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Reading Spanish)				
P128B_4	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Escriure el Castellà)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Escribir Castellano)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Writing Spanish)				
P128C_1	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Entendre l'Aranès)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Entender el Aranés)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Understanding Aranese)				
P128C_2	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Parlar l'Aranès)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Hablar el Aranés)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Speaking Aranese)				
P128C_3	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Llegir l'Aranès)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Leer el Aranés)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Reading Aranese)				
P128C_4	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Escriure l'Aranès)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Escribir Aranés)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Writing Aranese)				
P128D_1	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Entendre el Francès)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Entender el Francés)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Understanding French)				
P128D_2	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Parlar el Francès)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Hablar el Francés)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Speaking French)				
P128D_3	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Llegir el Francès)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Leer el Francés)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Reading French)				
P128D_4	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Escriure el Francès)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Escribir Francés)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Writing French)				
P128E_1	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Entendre l'Anglès)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Entender el Inglés)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Understanding English)				
P128E_2	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Parlar l'Anglès)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Hablar el Inglés)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Speaking English)				
P128E_3	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Llegir l'Anglès)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Leer el Inglés)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Reading English)				
P128E_4	Avaluï el coneixement que té de les diferents llengües en una escala, des de 0, que vol dir "gens ni mica", fins a 10, que vol dir "perfectament" (Escriure l'Anglès)	Evalúe el conocimiento que tiene de las diferentes lenguas en una escala, desde 0, que significa "nada", hasta 10, que significa "perfectamente" (Escribir Inglés)	Assess your knowledge of the different languages on a scale, from 0, which means “not at all”, to 10, which means “perfectly” (Writing English)				
P129	Al marge de la formació reglada, vostè ha fet algun curs de català per a adults?	Al margen de la formación reglada, ¿usted ha realizado algún curso de catalán para adultos?	Apart from formal training, have you taken any Catalan courses for adults? 				
P129				1	Sí	Sí	Yes
P129				2	No	No	No
P129				99	No consta	No consta	N/A
P130	Estaria interessat a aprendre català o millorar-ne els coneixements?	¿Estaría interesado en aprender catalán o mejorar sus conocimientos?	Would you be interested in learning Catalan or improving your knowledge of it?				
P130				1	Sí	Sí	Yes
P130				2	No	No	No
P130				99	No consta	No consta	N/A
P130A	Per què estaria interessat a aprendre català o millorar-ne els coneixements	Por qué estaría interesado en aprender catalán o mejorar sus conocimientos	Why you would be interested in learning Catalan or improving their knowledge of it				
P130A				1	Per poder parlar o escriure en català en les meves relacions personals	Para poder hablar o escribir catalán en mis relaciones personales	To be able to speak or write in Catalan in my personal relationships
P130A				2	Per ajudar els fills	Para ayudar a los hijos	To help the children
P130A				3	Per trobar feina o accedir a un lloc de treball millor	Para encontrar trabajo o acceder a un puesto de trabajo mejor	To find a job or get a better job
P130A				4	Perquè me l'exigeixen a la feina o perquè em presento a oposicions	Porque me lo exigen en el trabajo o porque me presento a oposiciones	Because my employer requires it or I am doing Civil Service exams
P130A				5	Perquè és normal saber català si vius a Catalunya	Porque es normal saber catalán si vives en Cataluña	Because it is normal to know Catalan if you live in Catalonia
P130A				6	Per perfeccionar-lo	Para perfeccionarlo	To perfect it
P130A				7	Altres raons	Otras razones	Other reasons
P130B	Per què no estaria interessat a aprendre català o millorar-ne els coneixements	Por qué no estaría interesado en aprender catalán o mejorar sus conocimientos	Why wouldn't you be interested in learning Catalan or improving their knowledge of it				
P130B				1	Perquè ja en sé prou	Porque ya sé bastante	Because I already know enough
P130B				2	Perquè no tinc temps	Porque no tengo tiempo	Because I don't have time
P130B				3	Perquè no ho considero necessari	Porque no lo considero necesario	Because I don't consider it necessary
P130B				4	Altres raons	Otras razones	Other reasons
P130B				5	Perquè és massa gran	Porque es demasiado grande	Because it's too big
P131	Lloc de naixement	Lugar de nacimiento	Place of birth				
P131				1	Catalunya	Cataluña	Catalonia
P131				2	Resta d'Espanya	Resto de España	Rest of Spain
P131				3	Estranger	Extranjero	Abroad
P132	Quan va arribar a Catalunya per primera vegada?	¿Cuándo llegó a Cataluña por primera vez?	When did you arrive to Catalonia for the first time?				
P134	Nivell d'estudis de la persona entrevistada	Nivel de estudios de la persona entrevistada	Interviewee's education level				
P134				1	Sense estudis	Sin estudios	No education
P134				2	Estudis primaris	Estudios primarios	Primary education
P134				3	Estudis secundaris	Estudios secundarios	Secondary education
P134				4	Estudis universitaris	Estudios universitarios	University education
P134				99	No consta	No consta	N/A
P135	Quina és la seva nacionalitat actualment?	Cuál es su nacionalidad en ese momento?	What your current nationality is?				
P135				1	Espanyola	Española	Spanish
P135				2	Estrangera	Extranjera	Foreign
P135				3	Espanyola i una altra	Española y otra	Spanish and other language
P135				99	No consta	No consta	N/A
SEXE	Sexe	Sexo	Sex				
SEXE				1	Home	Hombre	Man
SEXE				6	Dona	Mujer	Woman
SIT_PROF	Situació professional	Situación profesional	Professional status				
SIT_PROF				1	Empresari amb menys de 5 assalariats	Empresario con menos de 5 asalariados	Employer with fewer than 5 employees
SIT_PROF				2	Empresari amb 5 assalariats i més	Empresario con 5 asalariados y más	Employer with 5 employees or more
SIT_PROF				3	Autònom	Autónomo	Self-employed
SIT_PROF				4	Assalariat indefinit	Asalariado indefinido	Permanent employee
SIT_PROF				5	Assalariat eventual	Asalariado eventual	Temporary employee
SIT_PROF				6	Membre cooperativa o ajut familiar	Miembro de una cooperativa o ayuda familiar	Member of a cooperative or domestic help
SIT_PROF				99	No consta	No consta	N/A
AMBIT_TERRITORIAL	Àmbits Pla Territorial de Catalunya	Ámbitos Plan Territorial de Cataluña	Areas of the Territorial Plan of Catalonia				
AMBIT_TERRITORIAL				1	Metropolità	Metropolitano	Metropolitan Area
AMBIT_TERRITORIAL				2	Comarques Gironines	Comarcas de Girona	Girona Counties
AMBIT_TERRITORIAL				3	Camp de Tarragona	Camp de Tarragona	Camp de Tarragona
AMBIT_TERRITORIAL				4	Terres de l'Ebre	Terres de l'Ebre	Terres de l'Ebre
AMBIT_TERRITORIAL				5	Ponent	Ponent	Ponent Area
AMBIT_TERRITORIAL				6	Comarques Centrals	Comarcas Centrales	Central Counties
AMBIT_TERRITORIAL				7	Alt Pirineu i Aran	Alt Pirineu i Aran	Alt Pirineu i Aran
AMBIT_TERRITORIAL				8	Penedès	Penedès	Penedès
EDAT_5	Grups quinquennals edat	Grupos quinquenales edad	Five year age groups				
EDAT_5				1	De 15 a 19 anys	De 15 a 19 años	From 15 to 19 years
EDAT_5				2	De 20 a 24 anys	De 20 a 24 años	From 20 to 24 years
EDAT_5				3	De 25 a 29 anys	De 25 a 29 años	From 25 to 29 years
EDAT_5				4	De 30 a 34 anys	De 30 a 34 años	From 30 to 34 years
EDAT_5				5	De 35 a 39 anys	De 35 a 39 años	From 35 to 39 years
EDAT_5				6	De 40 a 44 anys	De 40 a 44 años	From 40 to 44 years
EDAT_5				7	De 45 a 49 anys	De 45 a 49 años	From 45 to 49 years
EDAT_5				8	De 50 a 54 anys	De 50 a 54 años	From 50 to 54 years
EDAT_5				9	De 55 a 59 anys	De 55 a 59 años	From 55 to 59 years
EDAT_5				10	De 60 a 64 anys	De 60 a 64 años	From 60 to 64 years
EDAT_5				11	De 65 a 69 anys	De 65 a 69 años	From 65 to 69 years
EDAT_5				12	De 70 a 74 anys	De 70 a 74 años	From 70 to 74 years
EDAT_5				13	De 75 a 79 anys	De 75 a 79 años	From 75 to 79 years
EDAT_5				14	De 80 a 84 anys	De 80 a 84 años	From 80 to 84 years
EDAT_5				15	De 85 a 89 anys	De 85 a 89 años	From 85 to 89 years
EDAT_5				16	De 90 anys i més	De 90 años y más	90 years and over
CAL	Factor d'elevació multiplicat per 1000 (Factor elevació real = CAL / 1000)	Factor de elevación multiplicado por 1000 (Factor elevación real = CAL / 1000)	Inflation factor multiplied by 1000 (Actual Inflation factor = CAL / 1000)				
